gene_id,group
ENSG00000112110,upregulated
ENSG00000259407,upregulated
ENSG00000239039,downregulated
ENSG00000140543,downregulated
ENSG00000237765,upregulated
ENSG00000129460,upregulated
ENSG00000120738,upregulated
ENSG00000170498,downregulated
ENSG00000178381,upregulated
ENSG00000106266,downregulated
ENSG00000107614,downregulated
ENSG00000267280,upregulated
ENSG00000155158,downregulated
ENSG00000268584,downregulated
ENSG00000253799,upregulated
ENSG00000170315,upregulated
ENSG00000273213,downregulated
ENSG00000203818,downregulated
ENSG00000206910,upregulated
ENSG00000196946,downregulated
ENSG00000258891,upregulated
ENSG00000140945,downregulated
ENSG00000130313,downregulated
ENSG00000174032,downregulated
ENSG00000166492,downregulated
ENSG00000164093,upregulated
ENSG00000234327,upregulated
ENSG00000243960,downregulated
ENSG00000169410,downregulated
ENSG00000168439,upregulated
ENSG00000230216,upregulated
ENSG00000181045,upregulated
ENSG00000110446,downregulated
ENSG00000122218,upregulated
ENSG00000269053,upregulated
ENSG00000261582,upregulated
ENSG00000243538,upregulated
ENSG00000087266,downregulated
ENSG00000065000,downregulated
ENSG00000121671,downregulated
ENSG00000233060,upregulated
ENSG00000108799,downregulated
ENSG00000251682,upregulated
ENSG00000132471,upregulated
ENSG00000225541,downregulated
ENSG00000217527,upregulated
ENSG00000255339,upregulated
ENSG00000261360,upregulated
ENSG00000269825,upregulated
ENSG00000132002,upregulated
ENSG00000279502,upregulated
ENSG00000280166,upregulated
ENSG00000232732,upregulated
ENSG00000099910,downregulated
ENSG00000149609,upregulated
ENSG00000126759,upregulated
ENSG00000213411,upregulated
ENSG00000232489,upregulated
ENSG00000272994,upregulated
ENSG00000100490,downregulated
ENSG00000175334,upregulated
ENSG00000132199,downregulated
ENSG00000254708,upregulated
ENSG00000137331,downregulated
ENSG00000225215,upregulated
ENSG00000253190,upregulated
ENSG00000250551,downregulated
ENSG00000151746,downregulated
ENSG00000169564,upregulated
ENSG00000070214,downregulated
ENSG00000188157,downregulated
ENSG00000121236,downregulated
ENSG00000070371,downregulated
ENSG00000183785,downregulated
ENSG00000173110,upregulated
ENSG00000170581,upregulated
ENSG00000164920,upregulated
ENSG00000114383,upregulated
ENSG00000100802,downregulated
ENSG00000151687,upregulated
ENSG00000166250,downregulated
ENSG00000234129,downregulated
ENSG00000149201,upregulated
ENSG00000139178,downregulated
ENSG00000178127,downregulated
ENSG00000144730,downregulated
ENSG00000121068,upregulated
ENSG00000168298,downregulated
ENSG00000204673,upregulated
ENSG00000165801,downregulated
ENSG00000110063,downregulated
ENSG00000254571,upregulated
ENSG00000213085,downregulated
ENSG00000127952,upregulated
ENSG00000180596,upregulated
ENSG00000269755,upregulated
ENSG00000162736,upregulated
ENSG00000278156,upregulated
ENSG00000176155,downregulated
ENSG00000256646,upregulated
ENSG00000198211,upregulated
ENSG00000180855,upregulated
ENSG00000159228,upregulated
ENSG00000126562,upregulated
ENSG00000039319,downregulated
ENSG00000130158,downregulated
ENSG00000186300,downregulated
ENSG00000104765,upregulated
ENSG00000183655,upregulated
ENSG00000099203,downregulated
ENSG00000253833,upregulated
ENSG00000079974,upregulated
ENSG00000135473,upregulated
ENSG00000132376,upregulated
ENSG00000232656,upregulated
ENSG00000240344,downregulated
ENSG00000171792,downregulated
ENSG00000198055,downregulated
ENSG00000259713,upregulated
ENSG00000174799,downregulated
ENSG00000275835,downregulated
ENSG00000162616,upregulated
ENSG00000228175,upregulated
ENSG00000137809,downregulated
ENSG00000167283,upregulated
ENSG00000239627,upregulated
ENSG00000136098,downregulated
ENSG00000224959,upregulated
ENSG00000279529,upregulated
ENSG00000068001,downregulated
ENSG00000105383,downregulated
ENSG00000175066,downregulated
ENSG00000141858,upregulated
ENSG00000088305,downregulated
ENSG00000147894,downregulated
ENSG00000151117,downregulated
ENSG00000198198,downregulated
ENSG00000121274,upregulated
ENSG00000283293,upregulated
ENSG00000180616,upregulated
ENSG00000004478,upregulated
ENSG00000120910,downregulated
ENSG00000262165,downregulated
ENSG00000170222,downregulated
ENSG00000230002,downregulated
ENSG00000126860,downregulated
ENSG00000259762,upregulated
ENSG00000196503,upregulated
ENSG00000241015,upregulated
ENSG00000259416,upregulated
ENSG00000114857,downregulated
ENSG00000089351,downregulated
ENSG00000163069,downregulated
ENSG00000268870,upregulated
ENSG00000051825,downregulated
ENSG00000117632,downregulated
ENSG00000235720,upregulated
ENSG00000136381,downregulated
ENSG00000175376,upregulated
ENSG00000152348,downregulated
ENSG00000117305,downregulated
ENSG00000159733,downregulated
ENSG00000124635,upregulated
ENSG00000198353,downregulated
ENSG00000183971,upregulated
ENSG00000213186,downregulated
ENSG00000196923,downregulated
ENSG00000196460,downregulated
ENSG00000198780,downregulated
ENSG00000119673,downregulated
ENSG00000173402,downregulated
ENSG00000264364,upregulated
ENSG00000063438,downregulated
ENSG00000003989,downregulated
ENSG00000236824,upregulated
ENSG00000071243,upregulated
ENSG00000262136,upregulated
ENSG00000228485,upregulated
ENSG00000254731,downregulated
ENSG00000119471,downregulated
ENSG00000244627,downregulated
ENSG00000136895,downregulated
ENSG00000204390,upregulated
ENSG00000059588,downregulated
ENSG00000103260,upregulated
ENSG00000222328,downregulated
ENSG00000258964,upregulated
ENSG00000008988,upregulated
ENSG00000007384,downregulated
ENSG00000273784,downregulated
ENSG00000181264,downregulated
ENSG00000141642,downregulated
ENSG00000110958,upregulated
ENSG00000140853,downregulated
ENSG00000267424,upregulated
ENSG00000147799,downregulated
ENSG00000136888,upregulated
ENSG00000139636,upregulated
ENSG00000160094,downregulated
ENSG00000130703,downregulated
ENSG00000172831,upregulated
ENSG00000147576,upregulated
ENSG00000124766,upregulated
ENSG00000168005,upregulated
ENSG00000185532,downregulated
ENSG00000178425,downregulated
ENSG00000058866,upregulated
ENSG00000258064,downregulated
ENSG00000010438,downregulated
ENSG00000240050,upregulated
ENSG00000175970,downregulated
ENSG00000251314,downregulated
ENSG00000170915,downregulated
ENSG00000272721,upregulated
ENSG00000128872,downregulated
ENSG00000137171,upregulated
ENSG00000203852,upregulated
ENSG00000125740,upregulated
ENSG00000205476,downregulated
ENSG00000280381,downregulated
ENSG00000136709,downregulated
ENSG00000117226,upregulated
ENSG00000125686,downregulated
ENSG00000169375,downregulated
ENSG00000197019,upregulated
ENSG00000213516,downregulated
ENSG00000256139,upregulated
ENSG00000276564,downregulated
ENSG00000206337,upregulated
ENSG00000267001,upregulated
ENSG00000204138,downregulated
ENSG00000087299,downregulated
ENSG00000165655,upregulated
ENSG00000254577,downregulated
ENSG00000064652,downregulated
ENSG00000123908,downregulated
ENSG00000103356,upregulated
ENSG00000201405,upregulated
ENSG00000281398,upregulated
ENSG00000196440,downregulated
ENSG00000162337,downregulated
ENSG00000242317,downregulated
ENSG00000051128,upregulated
ENSG00000159231,downregulated
ENSG00000070495,upregulated
ENSG00000158373,upregulated
ENSG00000164087,downregulated
ENSG00000136933,downregulated
ENSG00000162433,downregulated
ENSG00000274051,upregulated
ENSG00000133863,upregulated
ENSG00000025293,downregulated
ENSG00000080824,upregulated
ENSG00000002746,downregulated
ENSG00000107874,downregulated
ENSG00000255306,upregulated
ENSG00000266997,downregulated
ENSG00000058799,upregulated
ENSG00000249485,upregulated
ENSG00000162928,downregulated
ENSG00000088538,downregulated
ENSG00000154144,upregulated
ENSG00000259080,upregulated
ENSG00000130783,upregulated
ENSG00000196116,downregulated
ENSG00000264920,downregulated
ENSG00000069667,downregulated
ENSG00000253372,downregulated
ENSG00000105379,downregulated
ENSG00000189339,downregulated
ENSG00000267745,upregulated
ENSG00000204388,upregulated
ENSG00000201754,downregulated
ENSG00000201823,downregulated
ENSG00000240457,upregulated
ENSG00000106701,downregulated
ENSG00000109971,upregulated
ENSG00000153214,downregulated
ENSG00000242125,downregulated
ENSG00000261474,upregulated
ENSG00000274266,downregulated
ENSG00000256594,downregulated
ENSG00000165874,downregulated
ENSG00000166348,downregulated
ENSG00000260599,downregulated
ENSG00000152779,downregulated
ENSG00000169217,upregulated
ENSG00000067334,upregulated
ENSG00000254821,upregulated
ENSG00000203667,downregulated
ENSG00000267546,upregulated
ENSG00000260267,upregulated
ENSG00000270195,upregulated
ENSG00000267047,upregulated
ENSG00000130749,downregulated
ENSG00000100354,downregulated
ENSG00000170345,upregulated
ENSG00000113263,upregulated
ENSG00000251161,upregulated
ENSG00000267102,upregulated
ENSG00000228526,downregulated
ENSG00000103599,downregulated
ENSG00000267547,upregulated
ENSG00000125650,upregulated
ENSG00000160055,upregulated
ENSG00000100348,upregulated
ENSG00000104808,upregulated
ENSG00000073910,downregulated
ENSG00000260233,upregulated
ENSG00000164308,downregulated
ENSG00000155034,downregulated
ENSG00000054523,downregulated
ENSG00000090975,downregulated
ENSG00000189171,downregulated
ENSG00000269403,downregulated
ENSG00000100979,downregulated
ENSG00000125968,upregulated
ENSG00000111424,downregulated
ENSG00000237731,downregulated
ENSG00000122877,upregulated
ENSG00000110723,downregulated
ENSG00000090520,upregulated
ENSG00000206754,downregulated
ENSG00000169696,downregulated
ENSG00000265112,upregulated
ENSG00000148331,upregulated
ENSG00000136935,downregulated
ENSG00000168522,downregulated
ENSG00000272079,upregulated
ENSG00000137337,upregulated
ENSG00000163683,downregulated
ENSG00000110237,downregulated
ENSG00000274386,upregulated
ENSG00000168404,upregulated
ENSG00000232693,upregulated
ENSG00000169599,downregulated
ENSG00000152669,upregulated
ENSG00000232098,upregulated
ENSG00000171169,upregulated
ENSG00000271853,downregulated
ENSG00000154721,downregulated
ENSG00000229622,upregulated
ENSG00000232373,upregulated
ENSG00000141569,upregulated
ENSG00000157456,downregulated
ENSG00000119705,upregulated
ENSG00000197912,downregulated
ENSG00000259132,upregulated
ENSG00000248476,downregulated
ENSG00000181192,downregulated
ENSG00000228817,downregulated
ENSG00000006283,upregulated
ENSG00000184205,upregulated
ENSG00000137955,downregulated
ENSG00000169093,downregulated
ENSG00000014914,upregulated
ENSG00000169598,upregulated
ENSG00000266865,upregulated
ENSG00000137807,downregulated
ENSG00000104517,downregulated
ENSG00000196152,upregulated
ENSG00000280388,upregulated
ENSG00000138286,downregulated
ENSG00000134369,downregulated
ENSG00000092531,upregulated
ENSG00000224892,upregulated
ENSG00000177733,downregulated
ENSG00000280269,downregulated
ENSG00000230424,upregulated
ENSG00000186166,upregulated
ENSG00000037897,downregulated
ENSG00000138778,downregulated
ENSG00000177683,upregulated
ENSG00000277075,downregulated
ENSG00000117318,upregulated
ENSG00000263412,upregulated
ENSG00000120129,upregulated
ENSG00000104524,downregulated
ENSG00000115468,upregulated
ENSG00000133808,downregulated
ENSG00000213144,upregulated
ENSG00000135482,upregulated
ENSG00000275489,upregulated
ENSG00000122707,downregulated
ENSG00000249258,downregulated
ENSG00000251468,upregulated
ENSG00000159147,upregulated
ENSG00000277157,downregulated
ENSG00000067177,downregulated
ENSG00000249673,upregulated
ENSG00000138600,downregulated
ENSG00000175662,downregulated
ENSG00000139531,upregulated
ENSG00000233527,upregulated
ENSG00000167720,downregulated
ENSG00000163155,upregulated
ENSG00000261094,upregulated
ENSG00000166734,downregulated
ENSG00000196975,downregulated
ENSG00000137819,downregulated
ENSG00000107551,downregulated
ENSG00000147471,upregulated
ENSG00000225655,upregulated
ENSG00000143891,downregulated
ENSG00000106789,downregulated
ENSG00000138629,upregulated
ENSG00000114395,upregulated
ENSG00000184743,downregulated
ENSG00000050344,downregulated
ENSG00000179029,downregulated
ENSG00000179364,downregulated
ENSG00000164039,downregulated
ENSG00000238105,downregulated
ENSG00000100580,downregulated
ENSG00000099622,downregulated
ENSG00000267168,upregulated
ENSG00000166398,downregulated
ENSG00000152229,upregulated
ENSG00000116329,upregulated
ENSG00000179943,downregulated
ENSG00000143630,upregulated
ENSG00000130304,downregulated
ENSG00000269895,downregulated
ENSG00000060140,upregulated
ENSG00000129636,downregulated
ENSG00000164061,downregulated
ENSG00000196236,upregulated
ENSG00000278050,upregulated
ENSG00000173451,upregulated
ENSG00000155957,downregulated
ENSG00000143801,downregulated
ENSG00000129968,upregulated
ENSG00000225213,downregulated
ENSG00000213963,downregulated
ENSG00000087589,upregulated
ENSG00000213699,upregulated
ENSG00000250299,downregulated
ENSG00000203875,upregulated
ENSG00000088448,upregulated
ENSG00000197238,downregulated
ENSG00000214425,downregulated
ENSG00000160218,downregulated
ENSG00000126214,downregulated
ENSG00000254665,upregulated
ENSG00000144362,downregulated
ENSG00000231961,upregulated
ENSG00000141542,downregulated
ENSG00000162419,upregulated
ENSG00000276234,downregulated
ENSG00000100281,downregulated
ENSG00000198522,upregulated
ENSG00000196787,upregulated
ENSG00000183044,downregulated
ENSG00000180263,upregulated
ENSG00000132254,upregulated
ENSG00000259771,downregulated
ENSG00000247049,upregulated
ENSG00000056586,downregulated
ENSG00000167797,upregulated
ENSG00000111684,downregulated
ENSG00000149781,upregulated
ENSG00000197566,downregulated
ENSG00000270562,upregulated
ENSG00000234917,upregulated
ENSG00000164647,downregulated
ENSG00000120656,upregulated
ENSG00000048991,downregulated
ENSG00000230183,upregulated
ENSG00000124006,upregulated
ENSG00000257052,upregulated
ENSG00000182308,upregulated
ENSG00000168569,upregulated
ENSG00000280383,downregulated
ENSG00000279166,downregulated
ENSG00000179820,downregulated
ENSG00000107625,downregulated
ENSG00000068615,downregulated
ENSG00000160117,upregulated
ENSG00000114735,upregulated
ENSG00000188158,downregulated
ENSG00000236287,upregulated
ENSG00000178809,upregulated
ENSG00000163686,downregulated
ENSG00000163352,upregulated
ENSG00000010626,upregulated
ENSG00000103111,upregulated
ENSG00000255496,upregulated
ENSG00000106245,upregulated
ENSG00000156042,upregulated
ENSG00000110455,downregulated
ENSG00000099875,upregulated
ENSG00000133895,upregulated
ENSG00000172771,upregulated
ENSG00000108932,downregulated
ENSG00000165507,upregulated
ENSG00000119403,downregulated
ENSG00000124198,downregulated
ENSG00000167693,downregulated
ENSG00000108523,upregulated
ENSG00000079263,downregulated
ENSG00000155428,upregulated
ENSG00000166343,downregulated
ENSG00000226632,downregulated
ENSG00000123609,downregulated
ENSG00000260213,upregulated
ENSG00000114268,upregulated
ENSG00000162076,downregulated
ENSG00000143195,upregulated
ENSG00000184357,downregulated
ENSG00000134698,downregulated
ENSG00000171100,downregulated
ENSG00000254726,upregulated
ENSG00000072401,upregulated
ENSG00000179532,upregulated
ENSG00000110074,upregulated
ENSG00000177363,upregulated
ENSG00000176105,downregulated
ENSG00000083444,upregulated
ENSG00000254363,downregulated
ENSG00000175040,upregulated
ENSG00000258529,downregulated
ENSG00000239636,upregulated
ENSG00000166987,upregulated
ENSG00000251562,upregulated
ENSG00000179922,downregulated
ENSG00000104804,upregulated
ENSG00000083223,upregulated
ENSG00000099999,downregulated
ENSG00000157184,downregulated
ENSG00000185418,downregulated
ENSG00000008441,downregulated
ENSG00000275379,downregulated
ENSG00000240591,upregulated
ENSG00000106771,downregulated
ENSG00000157193,downregulated
ENSG00000047346,upregulated
ENSG00000160336,upregulated
ENSG00000249850,upregulated
ENSG00000230696,downregulated
ENSG00000108784,downregulated
ENSG00000257576,upregulated
ENSG00000275126,downregulated
ENSG00000136908,upregulated
ENSG00000259460,upregulated
ENSG00000206828,downregulated
ENSG00000155066,upregulated
ENSG00000276107,upregulated
ENSG00000278705,downregulated
ENSG00000169031,downregulated
ENSG00000109062,upregulated
ENSG00000241852,downregulated
ENSG00000143457,upregulated
ENSG00000177888,downregulated
ENSG00000274267,downregulated
ENSG00000169627,upregulated
ENSG00000105875,downregulated
ENSG00000206652,downregulated
ENSG00000274828,upregulated
ENSG00000150455,downregulated
ENSG00000196214,downregulated
ENSG00000278463,downregulated
ENSG00000174446,upregulated
ENSG00000100056,upregulated
ENSG00000213244,downregulated
ENSG00000266709,upregulated
ENSG00000240015,downregulated
ENSG00000163820,downregulated
ENSG00000197580,upregulated
ENSG00000213551,upregulated
ENSG00000178977,upregulated
ENSG00000166167,downregulated
ENSG00000143578,upregulated
ENSG00000182919,downregulated
ENSG00000176809,downregulated
ENSG00000175564,upregulated
ENSG00000280433,downregulated
ENSG00000162971,downregulated
ENSG00000268575,upregulated
ENSG00000183671,downregulated
ENSG00000162441,upregulated
ENSG00000131495,upregulated
ENSG00000157315,upregulated
ENSG00000224016,downregulated
ENSG00000151116,downregulated
ENSG00000267552,upregulated
ENSG00000198034,upregulated
ENSG00000111642,downregulated
ENSG00000167103,upregulated
ENSG00000206596,downregulated
ENSG00000235863,upregulated
ENSG00000198182,upregulated
ENSG00000243646,downregulated
ENSG00000128228,upregulated
ENSG00000100321,downregulated
ENSG00000250731,upregulated
ENSG00000158411,upregulated
ENSG00000084764,downregulated
ENSG00000267858,upregulated
ENSG00000183010,upregulated
ENSG00000197429,downregulated
ENSG00000040933,downregulated
ENSG00000150768,downregulated
ENSG00000251307,downregulated
ENSG00000166012,downregulated
ENSG00000158122,downregulated
ENSG00000155254,downregulated
ENSG00000136811,downregulated
ENSG00000115129,downregulated
ENSG00000124496,downregulated
ENSG00000123358,upregulated
ENSG00000197312,downregulated
ENSG00000203872,downregulated
ENSG00000112200,downregulated
ENSG00000129911,downregulated
ENSG00000100479,downregulated
ENSG00000114739,downregulated
ENSG00000164532,downregulated
ENSG00000132405,downregulated
ENSG00000196189,upregulated
ENSG00000259001,upregulated
ENSG00000268583,upregulated
ENSG00000105701,upregulated
ENSG00000146112,upregulated
ENSG00000084636,downregulated
ENSG00000206634,upregulated
ENSG00000267072,upregulated
ENSG00000103707,downregulated
ENSG00000152527,downregulated
ENSG00000168813,downregulated
ENSG00000201793,upregulated
ENSG00000206561,downregulated
ENSG00000180667,downregulated
ENSG00000156469,downregulated
ENSG00000174226,upregulated
ENSG00000165264,upregulated
ENSG00000245970,upregulated
ENSG00000278311,downregulated
ENSG00000206588,downregulated
ENSG00000125505,upregulated
ENSG00000124313,downregulated
ENSG00000129480,downregulated
ENSG00000155850,downregulated
ENSG00000103160,downregulated
ENSG00000255893,downregulated
ENSG00000163322,downregulated
ENSG00000074582,upregulated
ENSG00000147872,upregulated
ENSG00000166598,upregulated
ENSG00000137501,downregulated
ENSG00000167608,upregulated
ENSG00000269547,downregulated
ENSG00000130724,upregulated
ENSG00000201183,downregulated
ENSG00000169239,downregulated
ENSG00000198908,upregulated
ENSG00000169660,downregulated
ENSG00000159556,upregulated
ENSG00000198835,upregulated
ENSG00000163703,upregulated
ENSG00000089876,downregulated
ENSG00000119630,upregulated
ENSG00000189060,downregulated
ENSG00000274627,downregulated
ENSG00000254602,downregulated
ENSG00000269894,upregulated
ENSG00000178074,upregulated
ENSG00000188766,upregulated
ENSG00000232838,downregulated
ENSG00000135776,downregulated
ENSG00000156398,downregulated
ENSG00000186409,upregulated
ENSG00000103021,downregulated
ENSG00000124523,downregulated
ENSG00000083093,downregulated
ENSG00000259456,upregulated
ENSG00000182749,downregulated
ENSG00000114999,downregulated
ENSG00000225806,downregulated
ENSG00000009780,downregulated
ENSG00000277370,downregulated
ENSG00000165555,upregulated
ENSG00000139880,upregulated
ENSG00000143303,upregulated
ENSG00000224505,downregulated
ENSG00000226824,downregulated
ENSG00000254295,downregulated
ENSG00000072571,downregulated
ENSG00000075188,downregulated
ENSG00000082014,upregulated
ENSG00000275784,upregulated
ENSG00000253738,upregulated
ENSG00000113811,upregulated
ENSG00000180891,downregulated
ENSG00000173020,upregulated
ENSG00000143258,upregulated
ENSG00000188846,upregulated
ENSG00000275180,downregulated
ENSG00000170270,upregulated
ENSG00000175416,upregulated
ENSG00000213693,upregulated
ENSG00000157510,downregulated
ENSG00000205662,downregulated
ENSG00000120314,upregulated
ENSG00000125841,downregulated
ENSG00000108312,upregulated
ENSG00000276728,upregulated
ENSG00000186162,upregulated
ENSG00000171931,upregulated
ENSG00000143942,upregulated
ENSG00000004660,downregulated
ENSG00000166340,upregulated
ENSG00000166337,upregulated
ENSG00000222365,downregulated
ENSG00000212304,downregulated
ENSG00000209042,downregulated
ENSG00000164403,upregulated
ENSG00000186469,downregulated
ENSG00000154102,downregulated
ENSG00000146063,upregulated
ENSG00000145050,upregulated
ENSG00000232233,upregulated
ENSG00000230833,downregulated
ENSG00000175984,downregulated
ENSG00000260000,downregulated
ENSG00000154153,downregulated
ENSG00000220785,upregulated
ENSG00000207205,downregulated
ENSG00000230366,upregulated
ENSG00000172006,downregulated
ENSG00000275072,downregulated
ENSG00000140367,downregulated
ENSG00000187189,upregulated
ENSG00000279500,downregulated
ENSG00000187824,downregulated
ENSG00000137842,downregulated
ENSG00000143390,downregulated
ENSG00000267767,downregulated
ENSG00000275764,downregulated
ENSG00000111801,upregulated
ENSG00000175352,downregulated
ENSG00000277027,upregulated
ENSG00000164221,downregulated
ENSG00000163577,downregulated
ENSG00000223203,upregulated
ENSG00000263426,upregulated
ENSG00000225217,upregulated
ENSG00000182896,upregulated
ENSG00000168334,upregulated
ENSG00000146453,upregulated
ENSG00000282572,upregulated
ENSG00000261441,upregulated
ENSG00000105668,upregulated
ENSG00000175147,upregulated
ENSG00000241163,upregulated
ENSG00000139343,upregulated
ENSG00000117598,upregulated
ENSG00000214694,upregulated
ENSG00000184368,upregulated
ENSG00000187049,upregulated
ENSG00000249849,upregulated
ENSG00000213946,upregulated
ENSG00000279145,upregulated
ENSG00000233930,upregulated
ENSG00000173567,upregulated
ENSG00000247828,upregulated
ENSG00000261889,upregulated
ENSG00000167904,upregulated
ENSG00000258777,upregulated
ENSG00000261087,upregulated
ENSG00000266313,upregulated
ENSG00000139044,upregulated
ENSG00000162972,upregulated
ENSG00000261616,upregulated
ENSG00000164406,upregulated
ENSG00000151364,upregulated
ENSG00000168679,upregulated
ENSG00000249693,upregulated
ENSG00000257403,upregulated
ENSG00000226149,upregulated
ENSG00000280367,upregulated
ENSG00000262521,upregulated
ENSG00000232934,upregulated
ENSG00000236754,upregulated
ENSG00000233461,upregulated
ENSG00000276649,upregulated
ENSG00000119328,upregulated
ENSG00000270361,upregulated
ENSG00000224658,upregulated
ENSG00000151929,upregulated
ENSG00000233671,upregulated
ENSG00000176386,upregulated
ENSG00000267379,upregulated
ENSG00000164776,upregulated
ENSG00000106211,upregulated
ENSG00000120694,upregulated
ENSG00000167525,upregulated
ENSG00000197756,upregulated
ENSG00000115380,upregulated
ENSG00000247151,upregulated
ENSG00000223652,upregulated
ENSG00000172757,upregulated
ENSG00000117707,upregulated
ENSG00000260578,upregulated
ENSG00000160325,upregulated
ENSG00000101888,upregulated
ENSG00000139438,upregulated
ENSG00000230989,upregulated
ENSG00000120885,upregulated
ENSG00000242622,upregulated
ENSG00000176714,upregulated
ENSG00000185880,upregulated
ENSG00000149212,upregulated
ENSG00000246560,upregulated
ENSG00000236060,upregulated
ENSG00000270011,upregulated
ENSG00000248599,upregulated
ENSG00000239445,upregulated
ENSG00000138326,upregulated
ENSG00000184857,upregulated
ENSG00000228395,upregulated
ENSG00000085465,upregulated
ENSG00000213608,upregulated
ENSG00000085514,upregulated
ENSG00000164070,upregulated
ENSG00000265345,upregulated
ENSG00000161912,upregulated
ENSG00000272173,upregulated
ENSG00000158201,upregulated
ENSG00000266677,upregulated
ENSG00000186364,upregulated
ENSG00000183508,upregulated
ENSG00000234290,upregulated
ENSG00000258959,upregulated
ENSG00000203814,upregulated
ENSG00000091831,upregulated
ENSG00000118514,upregulated
ENSG00000169402,upregulated
ENSG00000254180,upregulated
ENSG00000168273,upregulated
ENSG00000202337,upregulated
ENSG00000171786,upregulated
ENSG00000169684,upregulated
ENSG00000177283,upregulated
ENSG00000133773,upregulated
ENSG00000144214,upregulated
ENSG00000245748,upregulated
ENSG00000122035,upregulated
ENSG00000260231,upregulated
ENSG00000240929,upregulated
ENSG00000137960,upregulated
ENSG00000164168,upregulated
ENSG00000198130,upregulated
ENSG00000249085,upregulated
ENSG00000144381,upregulated
ENSG00000187678,upregulated
ENSG00000229739,upregulated
ENSG00000115850,upregulated
ENSG00000163344,upregulated
ENSG00000170091,upregulated
ENSG00000246225,upregulated
ENSG00000228522,upregulated
ENSG00000257542,upregulated
ENSG00000147174,upregulated
ENSG00000233069,upregulated
ENSG00000272910,upregulated
ENSG00000112599,upregulated
ENSG00000259687,upregulated
ENSG00000197140,upregulated
ENSG00000102543,upregulated
ENSG00000225921,upregulated
ENSG00000155026,upregulated
ENSG00000170946,upregulated
ENSG00000164675,upregulated
ENSG00000259663,upregulated
ENSG00000215895,upregulated
ENSG00000120875,upregulated
ENSG00000172738,upregulated
ENSG00000102897,upregulated
ENSG00000236814,upregulated
ENSG00000248150,upregulated
ENSG00000275674,upregulated
ENSG00000119938,upregulated
ENSG00000116741,upregulated
ENSG00000232077,upregulated
ENSG00000130940,upregulated
ENSG00000073605,upregulated
ENSG00000230817,upregulated
ENSG00000166268,upregulated
ENSG00000233822,upregulated
ENSG00000172426,upregulated
ENSG00000262362,upregulated
ENSG00000270558,upregulated
ENSG00000167280,upregulated
ENSG00000234322,upregulated
ENSG00000258999,upregulated
ENSG00000229204,upregulated
ENSG00000269439,upregulated
ENSG00000104691,upregulated
ENSG00000235823,upregulated
ENSG00000200312,upregulated
ENSG00000267871,upregulated
ENSG00000127124,upregulated
ENSG00000265750,upregulated
ENSG00000101470,upregulated
ENSG00000273038,upregulated
ENSG00000116161,upregulated
ENSG00000267711,upregulated
ENSG00000226913,upregulated
ENSG00000115540,upregulated
ENSG00000197635,upregulated
ENSG00000238273,upregulated
ENSG00000129646,upregulated
ENSG00000257773,upregulated
ENSG00000144401,upregulated
ENSG00000231416,upregulated
ENSG00000261457,upregulated
ENSG00000273237,upregulated
ENSG00000274333,upregulated
ENSG00000138315,upregulated
ENSG00000197734,upregulated
ENSG00000219607,upregulated
ENSG00000226329,upregulated
ENSG00000179046,upregulated
ENSG00000228742,upregulated
ENSG00000134042,upregulated
ENSG00000279207,upregulated
ENSG00000139908,upregulated
ENSG00000177855,upregulated
ENSG00000140830,upregulated
ENSG00000120833,upregulated
ENSG00000255234,upregulated
ENSG00000185088,upregulated
ENSG00000198959,upregulated
ENSG00000277363,upregulated
ENSG00000119508,upregulated
ENSG00000183283,upregulated
ENSG00000182912,upregulated
ENSG00000138769,upregulated
ENSG00000100060,upregulated
ENSG00000213430,upregulated
ENSG00000075826,upregulated
ENSG00000171823,upregulated
ENSG00000166441,upregulated
ENSG00000146233,upregulated
ENSG00000253736,upregulated
ENSG00000245552,upregulated
ENSG00000132952,upregulated
ENSG00000099822,upregulated
ENSG00000254109,upregulated
ENSG00000267064,upregulated
ENSG00000205763,upregulated
ENSG00000279955,upregulated
ENSG00000246350,upregulated
ENSG00000267390,upregulated
ENSG00000187753,upregulated
ENSG00000246067,upregulated
ENSG00000221869,upregulated
ENSG00000278198,upregulated
ENSG00000110172,upregulated
ENSG00000214293,upregulated
ENSG00000166016,upregulated
ENSG00000185338,upregulated
ENSG00000090776,upregulated
ENSG00000135127,upregulated
ENSG00000115738,upregulated
ENSG00000179965,upregulated
ENSG00000173261,upregulated
ENSG00000245213,upregulated
ENSG00000227741,upregulated
ENSG00000234232,upregulated
ENSG00000126778,upregulated
ENSG00000112139,upregulated
ENSG00000201315,upregulated
ENSG00000139187,upregulated
ENSG00000180447,upregulated
ENSG00000234127,upregulated
ENSG00000182632,upregulated
ENSG00000175322,upregulated
ENSG00000231434,upregulated
ENSG00000079215,upregulated
ENSG00000241679,upregulated
ENSG00000125384,upregulated
ENSG00000222522,upregulated
ENSG00000153531,upregulated
ENSG00000250746,upregulated
ENSG00000074842,upregulated
ENSG00000113739,upregulated
ENSG00000200488,upregulated
ENSG00000162783,upregulated
ENSG00000234028,upregulated
ENSG00000163132,upregulated
ENSG00000090273,upregulated
ENSG00000166228,upregulated
ENSG00000248559,upregulated
ENSG00000011132,upregulated
ENSG00000175061,upregulated
ENSG00000181016,upregulated
ENSG00000267316,upregulated
ENSG00000044574,upregulated
